business_id,name,postal_code,latitude,longitude,stars,review_count,is_open
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,19147,39.9385518,-75.1496356,4.5,183.0,1
7FHjj04Wy2aqXl22NA_C0g,Aldi,46256,39.9250893,-86.0342432,4.0,18.0,0
TF6QZYUR5atqBEFnHP5bOw,The UPS Store,89521,39.4369354248,-119.7573776245,3.5,27.0,1
WveinioyAZg3dtt0zHsyHA,99 Cents Only Stores,85730,32.193246,-110.839627,4.0,17.0,1
D9Xez9uOSM4DgSjSTywq7w,King of Jewelers,19106,39.9489024,-75.153854,4.0,5.0,1
6czqMScx8MRDirv7fxX7pw,Frankie's Fruit Bar,89502,39.4928018965,-119.7929971762,4.5,34.0,1
bi3SICnYEuFC7Cihyqz8Nw,Thach Used Tires,33619,27.9232395,-82.402873,5.0,5.0,1
xbRbvXSAVZBEwaUUn3mzbg,Lee Roy Selmon's,33618,28.0787347875,-82.5063104158,3.5,42.0,0
qb5pyP6XOS8K2uuC4eQHmQ,Union on Fletcher,33613,28.0699667,-82.4187315,2.5,8.0,1
CWE-NfyMgi28ePUiansSdQ,Jim's Appliance & Furniture,83706,43.6072576,-116.2127303,3.5,24.0,1
uDQgmudYDKiB6n4vwbEeDg,Chrysalis,37067,35.9565328581,-86.8027199385,4.5,112.0,1
MyE_zdul_JO-dOHOug4GQQ,Watson Adventures Scavenger Hunts,19019,40.1197128,-75.0097103,3.0,8.0,1
v5kwdvmg-J8g-ll0nkc3Sw,The Libertine Liquor Bar,46204,39.7672488945,-86.1567753553,4.0,208.0,0
8p9euqoMCbT4AIL_Fgqb0g,Ballistic Fabrication,85705,32.2792548,-111.0095518,4.0,5.0,1
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,19104,39.9516153765,-75.2033457223,4.0,46.0,0
my0bmPD5dgDFE1ia__LNlw,Nails & Beauty Lounge,33511,27.9371659,-82.2699586,3.5,84.0,1
8ThWgxiTB83nrIGbZQnNBg,Creature Comforts Pet Sitting,19003,40.0021177,-75.3004009,5.0,10.0,1
TzrA1TsKMKbrZBkw3q6DEQ,Scout's Treat Truck,46250,39.904342,-86.0631561,4.5,20.0,1
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,70118,29.9486236188,-90.1312502816,3.5,149.0,0
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,33607,27.9803985924,-82.5377866183,4.5,39.0,1
FR5xx5YEzxAnoMdqGl7vRQ,Anytime Fitness,70122,29.9991154,-90.0607732,3.0,6.0,1
py5aKmlTB2NarfsfcOpHOQ,Cafe Con Leche,33607,27.9767745,-82.5374233,2.5,55.0,1
jL_NufxqXi-BpW5uXKsPwQ,CVS Pharmacy,19128,40.0612774187,-75.2372046062,3.0,11.0,1
wZhGuW7vQpfhxeEvLHkTrA,Express Cafe,83642,43.6196488,-116.3871392,4.5,119.0,1
vjLSYNGFkPu4Y5HKoJlzYg,Rancho 777,89512,39.5323474847,-119.804255405,2.0,5.0,1
pIUQz-zGw-Nu_Pu-qoTGuw,Western Endocrine Associates,85715,32.2457767,-110.8573874,2.0,15.0,1
I3ZLcrGzj-QN5vFgaJFrAg,Golf Galaxy,19312,40.0676702282,-75.4496971643,3.0,25.0,1
Tm3QiAVLJAR2fEJK7APPPQ,City Fitness - Northern Liberties,19123,39.9603427,-75.141951,3.0,131.0,1
rJXa375PYt906DwptOOP3Q,Master Bait and Fishing Supplies,33615,28.0022293,-82.5943283,4.0,8.0,1
YR0nwxBOKk6DiLHNItfsBQ,Boston Pizza,T8N 5H9,53.625071,-113.6166452,3.5,14.0,1
X4loIesbBkiTZLFstHv8Kw,Diagnostic Imaging Services,70006,30.0063304534,-90.1793702454,3.5,10.0,1
n8ecak12IF_jhnPNs37AZA,Baltic Bakery,19125,39.9768798,-75.1161695,4.5,12.0,1
jnyHs1ZXy9qIE2gORZBQMg,Style Lab For Men,70115,29.9231001,-90.0883492,4.0,6.0,0
xloFoRiYlH4IKGz3FhTDpA,1-275 Rest Area Manatee County Mile 7,34250,27.5843003458,-82.6139500829,4.0,5.0,1
s_lHc_CrkzOTY3k4VNtN8w,Indy Fuel,46205,39.827681,-86.135008,4.0,28.0,1
zzUxvYE-8Fj_dWqsPcagNg,The Cleaning Authority - Tucson,85713,32.196817,-110.9656358,2.0,25.0,1
jcL_qaGJiappzpnn-ifSoA,Fat Jakks,T5H 0V6,53.5515508,-113.4951554,4.0,8.0,0
rYOrSXy2I4BcxB7dhg29uA,Restoration Hardware,37215,36.107591,-86.813774,3.5,71.0,1
s-A1_pxGRYL2x4gONVzvFA,Easy Rider Repair,19064,39.9304833,-75.329557,5.0,13.0,1
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,19139,39.9563959,-75.2253784,4.5,66.0,1
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,33617,28.055212,-82.399374,3.0,140.0,0
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,19147,39.9412993,-75.1477446,3.0,178.0,0
OIsLivxtTTqH7i1QISoUOQ,Villas at San Dorado,85737,32.398472,-110.9542611,4.0,7.0,1
W57cR9a7XP6RX56MSWHJJA,Las Margaritas,70163,29.95029,-90.074887,3.5,58.0,0
35dqrE4z9qWCtCn749oorg,Rippy's Central Pike Collision Repair,37076,36.1859086,-86.6274188,2.5,5.0,1
gYMOrd8xnZF-B61lwGiFUw,Inkorporated,46112,39.8433769,-86.3977735,4.0,6.0,1
6bFx8j2KqPfmT0XEUS1RMg,Center City Emergency Dentist,19102,39.9497345,-75.165436,3.5,120.0,1
x7_p5O3ChQa7shdHCcLHZQ,Olivier's Creole Restaurant,70130,29.9510658,-90.0715323,3.5,172.0,0
G2Byuh4EVeSnqqWBWtD7rg,Wissahickon Cyclery,19118,40.0695589,-75.1995308,4.5,18.0,1
JF7iyI3wA_AKi_iXOKi0Qw,Parlor Suburban Square,19003,40.008645,-75.288802,3.5,61.0,0
vSE6lkp5FBcttPxEbQ9XCw,Kim Kelly & Co Clinical Skin Care,18901,40.3311267851,-75.1371342508,5.0,7.0,1
iolaqx0v6g-fymksGWIU9A,Camden Bay Apartments,33635,28.0112177255,-82.6113298722,3.5,53.0,1
G89OuZ3sIEfOR5cXeDqNaA,Bulls Barbershop,33617,28.0464757264,-82.3928064047,5.0,5.0,1
usv5G5cO314pPHRTGq2Eyw,Best Tours,19019,40.1197128,-75.0097103,1.0,38.0,1
gRHd5bRosRWQBckzPawf-w,Blue Wren Studio,46203,39.752691,-86.140975,5.0,7.0,0
xa6JYHDgVza7CuenKBJBHw,Taqueria El Sitio,37076,36.191654,-86.6254189,4.5,8.0,0
1dSKEitDDgIkaApe6UNMSA,The Pepper Pott,37209,36.1530043,-86.8433279,5.0,18.0,1
rZw9O5lJ36m_mXeRKE4G9A,La Sponda,19335,40.0062075104,-75.7044510304,4.5,29.0,1
dCITjr2RMTmrX33_eFaMKA,BurgerWorks,T8H 2A3,53.5426345,-113.3111322,3.5,17.0,0
CLEWowfkj-wKYJlQDqT1aw,Blow Bar Express Styling Salon,33609,27.9419745389,-82.5053069603,4.0,55.0,1
YG0OOMLP3MWYPKHpkA_mew,S&K Salon,85743,32.3622562294,-111.1197053374,4.0,6.0,0
Pr_Mlt9FqdcW7WCFGJmozA,The Cider Factory,89440,39.305224,-119.652596,4.5,104.0,1
-7GDqSUaXrpC8Ql7nDBxWA,B2 Bluefin,19004,40.0079839104,-75.2126064939,4.0,92.0,0
6I_DA3uqOox50rBvjrQ_-g,Aloft Philadelphia Airport,19153,39.8911246892,-75.2342512699,3.0,175.0,1
zn-WXkqHag5FSVc_LC9dEQ,Renee Hair Salon,19083,39.9722710087,-75.3138364272,4.0,5.0,1
IYJOfQ6eFVHKCfJck59YIw,Bob Kramer’s Marionnettes,63108,38.6380462,-90.2480607,4.0,5.0,1
e8pMCk4bE0U4qk7z59Lxkg,Federal Donuts,19130,39.963042,-75.1741858944,4.5,11.0,1
qps-oF95uqPoV7fiXn-dpg,Bear's Skin Art Studio,T5P 3M8,53.5612008627,-113.5670928251,2.0,5.0,1
Q2sKrIaEZsFN7VNjkibyfQ,Accurate Window & Screen,33604,27.9989575,-82.4514338,3.5,7.0,1
IAj1Lw3FAOY-yZn4IO7ElQ,Baum's Dancewear,19148,39.92745,-75.1660349,3.0,17.0,1
en_F2VgZPW1RCnWkPyCrhg,Belle Chic Salon,85737,32.4221017,-110.9623526,4.5,19.0,1
cEqDvn5VuX8nQ_vqs6_xog,Alex Smith Hardwood Flooring,19335,39.987801,-75.757578,4.0,5.0,1
aNLr1j_3CZ46rqiUeLaQ-A,Chinatown Market Shoe Repair And Tailor,19107,39.955126798,-75.1574422458,5.0,23.0,0
tuyCmcmm5Q-bc-9zV76xKA,Pho Friendly,08638,40.23547,-74.7532115132,4.5,93.0,0
96qKAK06EdkG6GPVxKDdTw,Goin' Postal Westhaven,37064,35.9292046,-86.9195922,3.5,16.0,1
yZP6Z8sbDpkeXyjNMDiyDg,Guess - Walnut Street,19102,39.949452,-75.1670279,3.5,9.0,0
kR4tXc1fLeR2QNu8cMZrEg,Bustleton Radiology Associates,19115,40.0870701,-75.0353514,2.0,13.0,0
V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,19115,40.0839955,-75.0354963,2.5,6.0,0
p184f-Zvf4ToPwLba0VS4A,Misto Diner,19020,40.1447023,-74.934106,3.5,26.0,0
WcSpc5mcfa7NUZ9GQgx0Tg,Endless Summer Tans,85719,32.2356889,-110.9464624,4.5,9.0,1
zVlhs7BVaouutt-rles-YA,Williams Sub Shop,33709,27.806517,-82.749065,4.5,99.0,1
1E9o1SNo7UTf1XHTFPv1_Q,Franklin Juice Co,37064,35.9326054453,-86.860662065,4.5,66.0,1
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,19147,39.9389483,-75.1564078,4.0,79.0,0
CPor0p2hvvHJJN4L0U_zEg,Ann Becnel Companion Dogs,70124,30.0017108,-90.1146572,5.0,20.0,1
f82dhKNiUXsDVPMLqKYiIQ,Sher-e-Punjab,85719,32.2509598946,-110.9591583204,4.0,446.0,1
FF45pKN_lzqG8Bqk-_HQvw,Go! Gyro! Go!,63116,38.5844866,-90.266699,4.5,49.0,1
GrzCVNDTRODqNez4zb4RLw,The Music Box Village,70117,29.9635911,-90.0292571,5.0,22.0,1
DeN5N6B78gysROm_Sq2kWA,Little V.I.P's Preschool,08031,39.8654263,-75.0680731,3.5,7.0,1
scychO44eMoosS9iEBV7xw,Foot Massage Reflexology,85715,32.252342,-110.841512,4.0,21.0,1
IOZrqUQ2Jg6UeQ5CWpsmkg,Nesbit's Magazine Street Market,70130,29.9504773,-90.0679445,5.0,7.0,1
TEP-73fGvgSUmtQFaOTA_g,The Steak Out,85658,32.424551,-111.042885,2.5,30.0,0
28FfSlW07o8GTwOrbfNMHA,Bronze Lady Home Furnishings,33708,27.8037453386,-82.8031028436,2.5,5.0,1
Ir5Ts-NC7DDTL3XLizhV3g,City Center Park,46142,39.612805,-86.112796,5.0,12.0,1
nSyOBxBRMugT3sKeT4YWBg,South Cleaner & Tailor,33611,27.8798076,-82.4936332,3.5,9.0,0
I0gSLthWBsiUPzBft_CZ9Q,Marino's Auto Repair,19145,39.9254629,-75.173622,4.5,15.0,1
NBgbL_KQTRRLQPQQtmUkYQ,Mr Wizard Worcester Car Wash,19403,40.1613222658,-75.3808923571,4.0,7.0,1
dhz3m3xUFy6-BrU9xTfkow,PAWS  Plaquemines Animal Welfare Society,70037,29.8938336797,-89.9798587105,3.5,5.0,1
bDAlJYMIzwOewIThe2IZjQ,Domino's Pizza,46221,39.699929,-86.2416313,4.0,12.0,1
b7YJrFZWZdI2C5-9nZvVdw,Saltwater Grill,70118,29.944454,-90.133537,2.5,34.0,0
6WBHCXHfLAG26n0ALAkoPA,U-Haul of Somerdale,08083,39.8490746,-75.0228262,1.5,11.0,1
xvFV3ENVa_9POy_grBs03Q,Warminster Veterinary Hospital,18974,40.2012588,-75.1005572,4.0,12.0,1
2FR-xWttfR8qaODqcuExvw,Pls Check Cashers,85705,32.2717394,-110.9723419,2.0,5.0,1
SGigkw0zqh4TTXferq3XGA,Sparkle Cupcake Company,37167,35.9873329,-86.5469148,4.0,5.0,0
x9xBKymj6CJ2WuCCFInb7g,Fine Wine & Good Spirits,19078,39.8790789,-75.3227924,3.5,8.0,1
SRexiuEsx1d9-dZVUsssQA,Brandon Burgers,33511,27.9373704213,-82.3077001423,3.5,24.0,1
xJyp6RLqNRv3tSu6njPKxQ,World of Beer,19341,40.0236651,-75.6291878,3.0,208.0,1
bwL2TymVrYekkkKztKyiwA,Bourgoyne Guest House,70116,29.960205,-90.064396,4.0,7.0,1
-VBhLd8DAz2VyDF3YBMH4g,Heritage Hardwood Floors,33714,27.82573,-82.694405,4.0,11.0,1
1P_mGUY1PyPq7_ZabrzpBw,Carmine's Steakhouse,63102,38.6243584,-90.1886849,4.0,261.0,1
mHDBZmEH0Er3184YS83_LQ,Splash Car Wash & Lube,33511,27.8939198,-82.2943716,2.5,50.0,1
XwoXi0M66RU6Gouq-DSDHw,G Peppers Grill & Tavern,33556,28.0921362,-82.5785736,4.0,82.0,1
1vmx7_L210UBbOWLzrhepQ,Chicago Music Store,85701,32.2213692,-110.9683558,4.0,44.0,1
ZiJfb924ewMO9S2f-9W9Pw,Advanced Towing & Recovery,37210,36.1397600339,-86.7380914652,4.0,15.0,1
OfW-VK04qr7b7bPm5QbyLg,Taqueria Feliz,19044,40.1807271,-75.1346993,3.0,77.0,0
dP_1jbKl47-9Ty83RyeJDA,Washington Memorial Chapel,19481,40.10001,-75.462631,4.5,5.0,1
Qa1YQzo00sm9O0JUlwdCQw,Taste of Nawlins,70116,29.9580151,-90.0618951,4.0,178.0,1
0DbIUh_Xuj6H5B_SF0RLCQ,Iguana's Mexican Restaurant,46112,39.8518617214,-86.3847577572,4.0,74.0,1
bSJczuohHVko33UT82hnfA,Blaze Pizza,70113,29.948395,-90.075281,4.0,302.0,1
7hSJSIBUP1UQncD4xWPDqg,The Delaware Contemporary,19801,39.7382891,-75.5601479,4.5,11.0,1
cSigjSbOfHR_mHGTCmJTaQ,Kids 'R' Kids of Waterset,33572,27.7705318,-82.3703483,4.0,6.0,1
PCM-vL-vRLJ4HB2OE8Nnbg,Baxter's Saloon & Grill,19355,40.0536347,-75.526719,2.5,31.0,0
yooufdsf3eAVq_9RQNSDJA,Mazzoni Center,19147,39.9426271,-75.1650829,3.0,46.0,1
8YJtf5v76SIz-4udyF4YmA,The Hideout Coffee House,33511,27.9344684803,-82.2878021747,4.5,22.0,0
rmHgqdVkLsGN2byesWRo0w,Brewster's Pub,08052,39.9394973,-74.9743023,3.5,12.0,1
6zBCuzJwov08YisHZkfU2Q,Enterprise Rent-A-Car,83704,43.6190157662,-116.2967492044,4.0,13.0,1
JfGfqCnk0-Tnf6PlahPUJQ,Burger Village,T6W 0L9,53.436403,-113.604288,4.0,10.0,1
aNXw3PkXVt8ANwLyCfcmpg,McDonald's,19446,40.2637063378,-75.3179157563,1.5,17.0,1
gbetDRjllP5cOxaWxFjGHA,Pretty Nails,34655,28.237112,-82.6680235,3.0,6.0,1
RI8tdJy90bfApk836eF-ag,Solid Wood Cabinets,19462,40.1124281,-75.2857653,2.5,8.0,1
vweEeZwiaRRWX2Cu9Iq66Q,Bodyworks Salon & Day Spa,33706,27.7305212,-82.7452183,2.5,6.0,1
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,19146,39.9368911,-75.1672837,2.5,16.0,1
KUx_q3nzqUINYgUTrZc9OA,Pita Pit,85719,32.2319918,-110.9584924,3.0,9.0,0
j-PaHu9iyJBlzKJZYN2smA,Snacks By The Pound,19038,40.1001131,-75.1515328,3.5,8.0,1
Ot4bRWWO681vXZIgnLfjEA,Arizona Tile,85719,32.2643502,-110.9593721,4.5,16.0,1
OURGUNuoVqPGxZTZsxZQ8w,Indianapolis Army Navy,46219,39.7970658,-86.0632112,3.0,5.0,1
VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,63011,38.5920571,-90.5035651,4.0,130.0,0
JwBTq6IOFH97b9Hr6RT7pw,Reinette Café & Patisserie,T5T 4J2,53.5225968429,-113.61922974,3.0,5.0,1
dChRGpit9fM_kZK5pafNyA,The Love,19103,39.9506555,-75.1708991,4.0,618.0,1
uyc-S7lauYjzouYQ2TM76A,Papa John's Pizza,63136,38.7461593,-90.2798145,2.0,9.0,1
gRw-rxLFeNzyqa6hKPXD1w,Heitz Optical,62002,38.918418,-90.151949,4.0,5.0,1
FJDvhCGIwKuohPOK7JfLuA,Key One,85710,32.2165669,-110.8195292,5.0,73.0,1
2_gRg3_oWK3GoiB-OpcDHA,CedarBrook Deli,08018,39.721471,-74.9016858,3.5,5.0,0
7qDAeIsMVj1McNktlICETw,Contempo Hair Salon,34607,28.4939582,-82.6501344,4.0,7.0,1
YE2TePip0TxcdquF5hGauQ,JoJo's Hot Dogs and BBQ,37072,36.3260267,-86.7040631,4.5,14.0,1
nIn0fMn-SEjLdJ44SG4CKw,A Personal Touch Cleaning Service,19085,40.0468052,-75.3353875,4.5,7.0,1
-Ijm5ICZUZffTo3iumczrw,MedExpress Urgent Care,33771,27.892834976,-82.7845353864,2.5,39.0,1
KdkMXzeoqpfNsZd-_axoTQ,emPIEnada,89503,39.5428346,-119.8569115,4.5,41.0,1
0Xsmy6HtVVBlCbbMjRyzcg,Plaza Bowling,T5G 0P7,53.570501,-113.500041,4.5,19.0,1
iBRXLFWD7PeSYDbKsd_JTw,Mai Thai Restaurant,33511,27.8915738378,-82.2725105,4.5,27.0,0
3tX0CduxNIHgrxr6Toairw,The Home Depot,34691,28.1782261,-82.7424346,3.5,17.0,1
vFJIK-z3QWs-3XNjs1hcZQ,New Orleans Jazz Market,70113,29.9411590382,-90.0789941056,4.0,31.0,1
od6skmfXz9twktEAuJHEmw,Ryan Christopher,19072,40.0099504,-75.2591858,4.0,120.0,1
sUQ-OfJYSNfz-cimEjoaXQ,Soho Oasis Cafe,33606,27.9402059,-82.4828837,3.5,7.0,0
5gLjr0BZzm6EY07bp7_LSA,Templet's Russell Barber Shop,70114,29.9522516,-90.0545959,5.0,7.0,1
cDekcTE1qwpz8ROlYixhqg,Philly Homebrew Outlet East,19122,39.9736806,-75.1396479,5.0,32.0,0
5lcumCB7X0nH5PElagz1VA,Reid Park Mico's Corner Playground,85716,32.2097330593,-110.925515358,4.5,6.0,1
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,33543,28.188219,-82.347274,4.5,496.0,1
EIlFs8kybcG-l60GJjNUIA,Domino's Pizza,34677,28.0420037,-82.6746125,2.5,20.0,1
SzHAnqwOuOmw0qh1d6ZAcQ,Cyclone Car Care,63119,38.5662003,-90.3487106,3.5,5.0,1
z9wCTHYI2VZy9YIblwSsgg,The Silo Eatery Coffee Bakery,33619,27.9464963776,-82.3555628732,4.0,5.0,0
cl5NjtALgaX7E-WL2DtiYQ,Liberty City Roasters,19007,40.100524,-74.865196,4.5,8.0,1
csJKpjAqZu42-pPhFLfPLw,Seven Qi Spa,70130,29.9544867,-90.07162,3.5,10.0,1
HsibLfc2XD7Gh7Hbd1WfJQ,Anytime Fitness,46032,39.9791471518,-86.1285750488,2.5,22.0,1
_7ks3u-qZsOTKBrXKcA1Ow,Empire Beauty School,46237,39.6664705333,-86.1006689072,2.5,14.0,1
nnHHPz4SKmDGxod16WxDxQ,Dermatology Associates of Indiana,46260,39.9096672,-86.1925912,3.0,6.0,1
8t6mbhBNAT027aeDQ4mR3A,Womens Health Partners,63128,38.5061431698,-90.3806634553,2.5,8.0,1
4xhGQGdGqU60BIznBjqnuA,California Tacos and Taproom,93117,34.4115552,-119.8550772,4.0,49.0,0
gVh26yEPkXSoWbhs1p2kNA,Gotham Escape Room,19102,39.955015,-75.1642969,4.5,23.0,1
juVJO2kMrHwCYXwQQmv1Tg,Sidekicks Pizza,46203,39.7520076,-86.1395724,4.0,45.0,0
pYC5fKcpj8GKjSAc7Sl3RQ,Main Exchange Barber Shop,33602,27.8623633,-82.4981215,2.0,7.0,1
IFDNP-n9bBN1egOsGADYYg,Elysian Fields Animal Clinic,70122,30.0019130082,-90.0591484085,4.5,7.0,1
Rad7bl6MFOEemh41CdREMQ,Isla Vista Community Bike Center,93117,34.4126811,-119.8575491,5.0,6.0,0
f55CXbSB-F8AZXNumZZlcA,Sonny's Phat Smoke,89503,39.5282020569,-119.8347167969,4.0,11.0,1
Rz0KfP7YAZV_yQE8uIB0fg,El Sabor Boricua,33612,28.0535153,-82.4534422,5.0,6.0,0
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,19126,40.0520643,-75.1273939,4.5,351.0,1
FAWhZ5nasogf2oG_9h7yjg,Storage of America,46219,39.771607,-86.038287,3.5,5.0,1
HPpKVvBT-2EeWNdy9cIjqA,Bus Depot Discount VW Parts,18074,40.3263279,-75.4768237,1.5,20.0,1
JgORpZ2kB8DG2MECu7jvkQ,Tat Starz,70116,29.9695644,-90.067925,4.5,19.0,1
CsjKkpApaYJDd5woO9sP4w,Petco,33772,27.844945,-82.792501,3.0,20.0,1
gTwgRz52imtyggXCrH2Xng,Domain Home Accessories & Gallery,33707,27.7379882,-82.7080321,3.0,6.0,1
Wt1W6qwCvna1KzIuJRJbwA,Tokyo Mandarin,08028,39.7119376,-75.1109667,4.0,88.0,1
KNfqu3kNwn6eDMJjP0cNcg,Dental Care at Quail Hollow,33543,28.2375794,-82.3471278,3.0,9.0,1
TO5-F6Rgt-_sYvRT9Cta-w,Apple Barn Cider Bar and General Store,37214,36.203404,-86.694768,4.0,5.0,0
L2TIgbnlsqRtqDU3FuW7lw,Coliseum Ballroom,33701,27.776811,-82.641157,4.0,7.0,1
REuCtUZ2MeehpDipAKBSmQ,Lens Crafters,33511,27.9404107,-82.3217459,4.0,6.0,1
eJ77e9lGxY3ArzaoDbHhYw,Paddy Whacks Irish Sports Pub - South Street,19147,39.9410539,-75.1454627,2.5,161.0,1
2M4pYfuivdluXyBOP7IDQw,Look Hair Care Studio,19131,39.9894332886,-75.2290420532,5.0,5.0,1
fNssGWMjae-SUzyyGblspQ,Apron,08033,39.8971069811,-75.0342256956,4.5,24.0,0
c16lBET8GKbGZY6Aegm_2Q,L'Occitane en Provence,33607,27.9646718,-82.5206425,2.5,6.0,1
QU6xxKwHXR6xQ5oi2yIKLw,Bulk Barn,T6E 4E2,53.517033,-113.496687,4.0,33.0,1
Vk3Up8OlB8h2ygVlvm8tBQ,Arcadia Landscape,85719,32.2185242,-110.9422112,3.0,5.0,1
TGr9-KKNk_o7HzqvtlKomQ,Window World of Philadelphia,19044,40.1794012,-75.1311418,3.0,12.0,1
kwQzVF5GP8DzdyBavvhIaQ,Fisherman's Cove Seafood,70065,30.0144336,-90.2402643,4.0,91.0,0
9X1_a2DQwBtXza-U1CfA1g,Century Auto Body,19004,40.0035262,-75.2315294,4.0,13.0,1
0Up4mOWP588Leb_dqoDiYQ,Rogers & Hollands® Jewelers,63129,38.5062356465,-90.3315210422,4.0,7.0,1
wFXwmrlV8TiBS4Ac2-W_9g,MOSI Food Truck Rally,33617,28.0536294,-82.4044188,3.5,10.0,0
ifjluUv4VASwmFqEp8cWlQ,Marty's Pizza,93105,34.4362361,-119.7261474,4.0,64.0,1
bNJSy64VXxQ3RZ8tNpM-fA,Parasailing The Pass,33706,27.7823648981,-82.7816953479,5.0,16.0,1
9RoAU2wAlH63Non9qrx3xQ,Gary's World of Wellness,19403,40.154956,-75.4013789,4.0,13.0,0
MlEhwiOJpKe7VuO-IDCZqg,Azure Hair Studio,83702,43.6192496,-116.2135189,4.5,9.0,1
bPPy7yNFfb-6N_bHkn1qAw,Taste of the Caribbean,46201,39.7733919,-86.0860599,3.0,17.0,1
i_cFU5_dQexbjJA9rmf_WA,Marcie Blaine,19107,39.950036,-75.162158,3.5,8.0,1
tUl_Lq8dM3T-NnM-u3szSg,Damaso Painting,19124,40.0149445,-75.0903154,5.0,7.0,1
bTC3m_GPWBp92Y5TTReyTA,Taco Truck Stl,63118,38.5939549,-90.2291931,2.5,10.0,0
Z3EIfrkSmOmE4hnc1BRo5w,JCPenney,70002,30.006267,-90.158554,3.0,23.0,1
wQjhFPMKwN_z85aPEn6V4Q,Thai Tanic,18936,40.2501841838,-75.2433013916,3.0,8.0,0
516L9-ZWyqVgzqjP5uW7Jg,The Corner Cafe and Deli,33602,27.9444574,-82.4578244,4.0,6.0,1
KDcHC6Es_jv4tloj0NP6gA,Family Air,85719,32.2201995,-110.9415829,4.5,116.0,1
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,19147,39.9418766,-75.1451988,4.0,604.0,1
_WRe3ql2DI_h3htr77Siew,The Office,89501,39.524816,-119.8160819,5.0,7.0,1
NpglDX_FUp3ybEzbBp4qhw,Summer Palace Chinese Restaurant,63017,38.6811546,-90.496384,2.5,9.0,0
iEC0VzHM2hQ13wM7c0QwgQ,Metro Diner,19047,40.180187,-74.87527,3.5,56.0,1
34YgAnnZAPOeu8E-6IESJQ,Think Box Photography,83704,43.6320897,-116.2863998,5.0,14.0,1
dK_qONtd5z73i6fQ1BTrTA,Draino,19148,39.9150107,-75.1585852,3.0,10.0,1
_raU4FUxWzx30V6DCDSKiA,Fleet Feet Sports,63026,38.5147339,-90.4494905,5.0,8.0,0
OlD8UoHqrKnLoZUFxuas_w,The Hip Hop Sandwich Shop,34608,28.4934721999,-82.546930168,2.5,5.0,1
C43IEVBroD_3YiumPPLLdQ,Half Price Books,46250,39.9048037,-86.0898087,4.0,48.0,1
xDEee0p41GueCDN0EAp-YA,Phone Repair Philly - Center City,19102,39.949485,-75.1673521,4.5,106.0,1
eq4xYdVExp3jLYAZ71uvPA,Fetch Academy & Dog Resort,46268,39.926237738,-86.2348430873,3.5,10.0,1
LFPJXiuM357JZ-d0vv6yxw,Wildout Animal & Pest Removal Tampa,33618,28.0720088,-82.5109518,5.0,8.0,1
NIV7uxsE8rn8cB1t-FsJHg,Saint Marys Medical Group,89523,39.51769,-119.88271399999999,2.5,26.0,1
qsCLpTsXayYMJ3-lJj_fyA,Pretty In Paint,33558,28.1943032,-82.4986764,4.5,8.0,0
D7z_V6E8cxXghSRcHAmUPg,La Bella China Restaurant,85706,32.149473,-110.9781864,4.0,92.0,1
u4cktT_mzitYexUsr_vKsw,Digestive Diseases Associates of Tampa Bay,33511,27.9263727,-82.2859355,2.0,11.0,1
uW2oyOCEN3RgS7j2MfUIkg,The Bearded Lady Barbershop,70130,29.9297373,-90.0761184,4.5,46.0,1
gb7JjRJtzWDsIWpJihZhBQ,McDonald's,08070,39.6773020944,-75.4953995347,2.0,20.0,1
JPm93BlP-UHYPqFgK66JUw,Local Links,08035,39.8826936,-75.0583844,4.5,70.0,1
c9xE6CyePzE1gONFxpTJWw,Appliance Center,33613,28.0745649,-82.4599126,4.5,11.0,1
Xj0SIY3dprQ4ZZ0lz8YmGw,Sam's Plaza Shoe Repair,19067,40.2083354009,-74.7994599431,4.5,9.0,1
-DXNvQLhKwunHzg8OjkwXA,Northeast Auto Service,46220,39.875143,-86.0824,4.5,54.0,1
9kCutyCm1b8UuCRJF3Hw5A,Hertz Car Sales Indianapolis,46240,39.9253438,-86.1131045,4.0,5.0,1
oy-n3wkXeK6NPPKf3uRDTQ,Element Granite & Quartz,19114,40.0740089,-75.0131956,4.5,18.0,1
YZuoaOzD49ffP10PNf72nA,Peace of Mind Pub & Eatery,46226,39.8545563,-86.0868326,2.0,8.0,1
0WIlsDUUFuUKcDfJPaHRkA,Temple University Hospital,19140,40.0054237,-75.1507198,2.0,67.0,1
LdQUIP4_DPnJjq-Jf2_iNg,Boise 4x4,83709,43.5778152,-116.2877241,5.0,7.0,1
