business_id,neg_reviews,pos_reviews
0G25IDvgvoqASYsqu0HbCw,15,103
0G4QrbVhW6KDeooVU6VBtQ,15,10
0G8pvIpDo671RwYajA_PwQ,8,10
0Gbs5xn5gcaXz0Vn0XgfFA,7,0
0HAye0yFoB5sWTLyS9IFbg,9,5
0HI4HQFlsYSzUaQ-qqPzwQ,3,7
0HKmdbx8ggbs6Izp93yp-g,26,25
0HfOupcGLusoEM9Yv9A7Tg,3,5
0IHBQ3G-E3IJFaDSXpLlBQ,14,28
0IM3PqePeExMJ0XzUwSvhw,55,93
0IMUakyuZWFIauCycbycGA,6,5
0IXwCbilY8prtBholmFkUw,5,44
0IYUdfag5M07C_darC8boA,2,13
0J5TebLfYGndRJOoQYpRyg,5,1
0JAeVS-R6AAbX8nAfF65Ww,61,19
0JDFe9hOr8tQpp4Nc5YOOw,0,10
0JE1FGC2p2zrH_hOhrc0Xg,3,7
0JP_wcWLwLQOcsWLg2G7fQ,6,20
0JQKRxw7nFjifQGANxzvpQ,4,5
0JSfZDXlgqd70OrytJBfvg,5,2
0JUkzfB7prT2mKutLghKlQ,2,7
0JX2lHSYOr18lwZqZ_BIWQ,14,6
0JlxuzzDo1Sv89S9ApI9Ng,29,102
0JoB3ThhI-DS78-1Ks1EUQ,39,70
0JwI9P5mZavEmNpESoVuiw,2,11
0K3NPuiVxZq3BcXG-f-SwQ,2,4
0KEt5T4AlzHhGJXrgrJ1Ww,2,6
0L2Lz03ipKaTQPfW90CIeA,0,8
0LUpwcGAHu1pkn7p3rx-4Q,5,17
0LVODzlrdeHlA6KJEmsOyg,2,3
0LcFxWCdTTpulMZdSiSQ7w,4,6
0Ld2mRZmyf3kotzpUjVdjA,0,7
0Loni9olv_2PDCUXMKmIlQ,27,6
0LxuT8BBARVrWLgIWG3JcQ,7,104
0Lz34cgf5KPTb5Dgvr4vcg,4,1
0M1l6p96IffjQi9EZsdVhw,260,343
0M6wlrVRtSzV2dYeYihYbQ,9,16
0MDoieQv9x6aC1tCimO8Mw,2,12
0MKoNDPcVRrw8Sm4d4WUKQ,19,15
0MM_13KG0yhY1zl-JTXNcw,12,2
0MTYFGNxgMw3os1b-iEHCQ,9,1
0MVPZc22FLPoo2Zy8AU83A,4,17
0MVeH0-735wd8mr3Nr_3UA,1,5
0MYuqN68x8uHcOR3_08wSg,3,9
0Mjn7sRUvawahuZui_HSVQ,0,6
0N2D4HtF2gLJvWxjIfiZDg,22,227
0NFp3YYTh_UAnJiGcreIig,33,41
0NtUzPQr3rykg6km2F6L7w,75,96
0O3FAdHUwqSwdue0CEW_jw,24,143
0O63wOoJ1tWUoE_ygEtJoA,33,8
0OMJCItadhtZr67zXhYL8Q,0,8
0OOpPFMnPWxYzaL-ajv5Ng,4,29
0OVkfxmZg637nt-A5URM2Q,16,23
0OY80sWm650QwpXyvd-E5w,6,7
0ObOi_hEo-fgls7HNbQX1A,3,10
0OhAKQd93Ft5R6sF7FKKkQ,2,16
0OoRQ6jh6h6HAbmMB6o18w,2,4
0OtfAPN1JKXwdLFhLcZGww,0,8
0OzT6ZgrYZNP95LMbbt2BQ,3,2
0P0gxMMHxi7aUCk3XRWKiQ,2,8
0P27vtNdYLy1vNu1Lc85Og,78,78
0P8IMQtzHo0dVhyCpVRNBg,1,5
0P8n-nOCbRgGxpGuqqaOMw,2,8
0PBML5rIMeXkOieWO1hA4w,1,6
0PBWFnRsFaM1ZzPD2u51kA,0,6
0PGxzpoXZKYNRFD_7_thpA,10,10
0PN6PHCYD0UPFSmNI2NjNQ,78,23
0PNkpwSCmRifniJB88IblQ,0,5
0Q1pnzJf6ucmixSQF194NQ,6,12
0QFNJIukEBFsQcSmr98bEg,0,6
0QOk_IeAM38D4T_D7k_vEQ,18,29
0QSxyOzXwDdaSbeK7p3GYw,68,204
0QSzzG6HQ9xBue2Dy7wwpQ,2,5
0QV-pdd-2nW7vQNuXyYoQA,6,18
0QYWhij_YZ7Lyk9F6213Sg,107,594
0QaTcaoXrjCWLKreDQs9fA,4,6
0Qm4gXPrMknaJcbWNcTLgg,1,5
0Qqxm9SrGEi4qtfX0DXatQ,3,3
0R6YQ6tseaW1OrKjtAMlYw,0,5
0RcD7PpjWTMcN86NwzgBag,33,15
0RmN5d21noHAkiDYL0j5Xw,43,198
0RxMD7rIvdhlOsSuneOu9g,2,4
0SCMR_0WLJWO3Xp5c4FM4Q,7,5
0SSIpx_5BwpCRk_UYU1Wkg,5,2
0SdXEXSBP5zDZ6h6RyFVEw,8,15
0Smo9-kCE0n3AexgjT-tfA,3,7
0Sp4fiKuzw9G-WJNl51dBg,9,27
0StbKjld9f8GbeDRy0fS0A,12,24
0T-dpBr-W4QItOX3NNkWog,9,32
0T5mai7FmUH06Tyv3rY17g,13,85
0TQKTAd22BEaRbKTUPCyFw,7,3
0TgX65_sfyJ-0UfoRgWeuw,4,17
0Th1bPzenEancav0igAxYA,2,12
0Ts5yQFA4yDouX2e_FAIKw,6,13
0TwZfZHis6e4o6sBogUJVQ,27,245
0U1kb1Qf4g-Ag7WFMgJTWA,1,20
0UCrWo2CihjxkZniTcQGpg,6,7
0UOTwrdilIPKZo-8jh6qqg,4,2
0UYn-R_LF-V0KSlYFRi3PA,23,2
0Ub8i_sMIOsa0jbXNzsl8A,8,18
0Uy3P1abr0V2QKMVzZuEPQ,2,3
0V1Rk-H7KI-1hmaQXDKgPw,3,7
0V4E29KT42USRi9-1Mf69w,10,52
0V7GZhZmNRzEBnDmC3Ftdw,5,2
0VZAR9j0T3F8XUAk5rvcTQ,10,9
0VjVuzA5oLmq_-3AfaCHMw,20,14
0VkhvSlc3EUnp_p_E7dyGQ,2,11
0VlGRVZ2z62KXgZCc7b5Kw,4,10
0VwadfoaG9dAFVgBSMcYbg,5,59
0VzZyzrWQZ9KAW1vejEVkg,64,233
0WA4excIHfOX9QmuQ73MnQ,20,13
0WJRKvGsX3NdoNdZuDFlWg,5,6
0WhmFeSt2WNGIYAjRinHIw,2,9
0WnfHcKIzFgf3kAIP4NEbQ,6,10
0X0u6-dHSDZVNjhPmFgWJA,15,7
0X0vIMuCqBfFauSolTU5ZQ,3,2
0X1OBkJc762qES6ZfcLL8Q,4,8
0X92S-mYxwqd57ihc59b_A,2,9
0XXZSQpSbcbL1i4iK-Ohiw,9,7
0XYMTrHRX_92nLCgqk7fNQ,1,8
0Y4YhMXpnL1qfu648jv9vg,1,4
0Y8xQvpbmO02SsFZtamR5A,15,4
0YI4tyK4MrTAveuj2js4OA,3,21
0YRnT6Ka8byQlp30-ylRMA,10,16
0YiRkVMR2cg17hk9u6nGhg,42,17
0Yj8droO_tgOW52Ap2XAfw,6,6
0YxnnDCh1NZZSk0KWREC7w,15,8
0ZETsmrLSGWaBu1NNdcmYw,9,6
0ZFqCbsfVqbSRHrcwF5x_g,1,8
0ZLZW5jaGBFlEPutkVPG5Q,3,15
0ZeGH15LV98FuijA1XrWoA,50,88
0_0jRL1CFchJsqSmJr7X3g,0,5
0_DvJq6ywKf6qpiassAGqw,1,6
0_HiJ6abvZsHBx_WnazXPg,4,10
0_pmYTKT_QGRPar0RXPn5g,0,13
0_yT3MVCgVrdfzyhi2VRpA,2,3
0a-v5ALo2wuAYOhoHSeFow,8,3
0aEyGFvCot0SS93wnysXuw,5,14
0aLT4g9FKuuKTFEz8-pcTA,0,17
0aanTsnErLaW8PtoETCmrw,3,2
0afFANvRrV0LcSqxOnDK0A,23,17
0aflm9H-XNg8eUAoeWmh9Q,149,131
0ak-7uV9Nb7nF_l-mMCysA,46,187
0aktKA1TIWpjXSz0_0qOkg,20,12
0bQ0kjlZmed8koXRdpUxtg,8,12
0bjltUp42KJei32nb0ZN9Q,4,2
0cC81WAIHTbZJ7nn4PLfSA,2,7
0cFoAQ0p2ls6_mp5FvX-Dg,33,27
0cLTDo4xyBWCxp0bMmwjIw,5,5
0cRXy5Q6Z19UjcsBCVeuOg,0,6
0cWnURpfrb4MqKSzyVN4SQ,20,135
0cYlegctYsQimW8UIuiCEw,1,13
0cZA1a7-uF9ikgFadS7-3A,5,6
0coO8v3oh_Y6J0xGGM4e8A,3,2
0d9SVtczOuybh49ak6sW2g,7,0
0dAYYGyfQzmgcgGxsv5Ueg,1,5
0dBFo7b1OYL9BMjvSaigsw,14,7
0dIlxPUw9JXFwVbabWxRvQ,3,8
0dYX0y1XGZtcfIY3diam2w,20,23
0dYj-LAC1qI8GJtShjj0YA,2,8
0daFu9wzWGQvW2lmnxgYZA,4,3
0dogdx4i4w4mLRyZ665Xqw,8,2
0dr3WOs0rxg2HFy-M78QYw,4,7
0eMRjuSvk17qjOENFFaVuw,6,5
0eOCn6kZSck6cpfm6-_RhQ,11,69
0eV_6ebzBTWcQXGji0QGkA,29,61
0exAfLiQVzBZGlJjtzAw4Q,17,21
0eydPHL0lfZYRuxOddnreQ,2,4
0f93yTITlSOiC83jz2bYUQ,7,3
0fStimz4EcJk7KsZIc3wyw,5,1
0fblJJCgj6b4lD_WMCxLRw,2,18
0ftdaqwh-U4m9Mmdj9Z_AA,5,0
0fvCfMxK4GXVOG2QK-esCA,3,13
0gAZIyD3UbbigmAasEbp7Q,2,5
0gFGnEm46NR3WSWOHC2A8w,11,7
0gO3jPLdv8xBi55BG2CsmA,7,21
0gRoCRYcjOFKLg3S2c8dmg,20,12
0gRyrnCfbXXOnDqOszHuAg,0,24
0gWWsmXo7oqcRLWh2vcDCg,34,21
0gl1k7h0B4pVWnaqtN_65Q,12,11
0hLIM8VtutBf7Vw8d2kYoQ,1,14
0hcn0TK1-n6-6hiznW1Kgw,4,64
0i0y1K7pP5ry_MAs29_rAg,12,26
0i1BtBKOqL50E80CxuuFzA,2,7
0iEZSvu05E18sUHg2e4MXQ,0,6
0iQtZo783nqVM12wqBxMog,3,27
0iSJmgCG9cBciMvQbG9qNg,2,6
0iVXOxmY96LgM6sa5tg8ZQ,2,19
0ikOz5a37dSa4dBGmEmdrg,0,6
0j0xfp60QQxBZBRfsOBN2Q,3,3
0jTSKjgNzAPegDKWCjjFmg,1,4
0jfCC9n4nPa-KrQZFXWdaA,9,11
0jgDSv2SOvCiOuqShsNtlQ,23,46
0jgz7W-ytCK-LmN84G1hVg,4,5
0jpFptAehZhLl3nkhHDanA,105,243
0jx49rhUl0eyDZJAPj0l4Q,8,10
0k5BJTBrXRrHKGuXD6qb7w,6,1
0kE6ONRsxXF44QLvEUyr2A,7,8
0kNvcESW7ANcU_YVyzz7Yg,0,14
0kRJxKwyVeHbnUIDPd6_kA,2,16
0kdx-VVbjY7Jvlvgs6nGUA,67,35
0kk5YTBpi68Y4K4aOL5RBA,4,4
0knCwcE4p82vEyhpht7X4A,6,19
0kolK4-GzY9h-t8sZxguqA,2,11
0kr6BXgT_xIplfjU65KS-A,1,10
0lIEdMa8qScs54ECj2aCBQ,2,8
0lKJ_pClGH_ribos6kPeGw,7,5
0lVDfCPGfhlHriMRCYB6QQ,3,6
0ldCuOv2Ff9iSSfq4PxXmw,15,18
0lf3Nqamc_9kKpDV4ajy1g,31,266
0loG1bKgcg8zdC39934GCg,26,14
0lxPrv9a3zo68r8ds5ypTQ,9,50
0m64b7HeLDpbUz2RAFHiQA,8,7
0mB9cFxpq-vAKh1MhYYtsg,60,137
0mEDuH-ujcp0IcCZ4hoNUQ,3,15
0macJWiPlgnGl2SkTJCYSw,43,55
0mbwwuFnDdbmXYrRcdDllw,15,6
0mq2S1lNMy7rtR3eGVjSYg,2,5
0mztD2NKpgV2sxWfaaOciQ,1,14
0mzvcpk6nMjGsAgK1gBtvA,6,16
0n3gcvZKiNm0OQpK2mRtBg,1,5
0n6rbrYy_zlr9N1WnEmr9Q,4,5
0nGgvncrf_MHYDIFC5kFsQ,6,1
0ndzIekJs0PRPA5Aoz9sow,36,146
0niqaT3_u-sJ-VXPsfTYaA,5,1
0oGTGSDBZBXOtiZu-9SXOw,3,11
0oNiXwMtqXIrI0QEJphn1Q,10,0
0oSSjekU-3GR8gselReWnA,180,1150
0oSqhCkK1qCY3I7-o0ZR1A,16,57
0obzlnnuK6Mf0yc6aZBu1A,45,25
0ok1tb_Hpw75-S7cn4UCHA,1,7
0onEYLUuictySvd2fTgtUQ,18,24
0or22YIg_49e-YALTABQow,9,9
0oy4-Xp6Q3fYPrwXUSzU2Q,3,5
0pA0Tdl_YeW5XAZfEqY7Uw,2,3
0pH8MrLJIO1LbHWs39PWlQ,12,9
0pJ6jsC7IqCpKCQd1N8qeg,2,7
0pJGGp7F7O7JHJRoOXCEfw,2,4
0pNXJZ9EdnnhZDmkktu4DA,39,114
0pNssk8vYoiR7CyCWk32Dw,7,2
0pSP1zV-Rnqe4YzQsGIE7w,8,22
0pSrJXO8hfSzYYSTU9Y9Yg,7,13
0p_Y0p9FBDycE99DhcGK-A,19,44
0pamUcfn0SXbuj79Y_tRiw,16,39
0pwUxnyz23aFhxTIZljysA,2,4
0pyb_mF5iBN2SUTgPxhH3Q,0,6
0qNvhoixwMd_WRn1BykBFQ,9,69
0qcKKhE731dpH7znxJyu6g,8,12
0qdjIaAiohXBDqE78Y1LMw,7,13
0r3AlrSkAPUxXv1qch8qSg,2,10
0r3SGwQnpdYFNTQnClbLzg,0,9
0rY6sswFtmH6OGTELCxt9w,1,12
0s9wc8XMhxgKbiHUreqeRw,20,84
0sKOkn6CWKPWYnfifbgPiA,1,9
0sKzNrA35zLrfWB4ORMiOQ,2,5
0sTLogHQ_jhEtoCXbZOxxA,9,0
0swbH3HFkIX9SvMkRwCMSA,3,16
0tB3FHgReSduS4nW3YfxUw,8,30
0ty21dxj2E1cJrDDbTeThQ,5,6
0tysAE9vfgSshq9cdNuXxQ,4,1
0u7ARPwjPyoU_y2UZY9Pkw,30,90
0uAdNV5KUFOgbg42MhDwWQ,8,2
0uRpmK_epIcXq4EaIfMAbg,1,9
0uxg3_noVCE78Wgjb8DSyA,24,114
0uxo6gzaTQ5fwgQuKXXOgA,4,3
0v17Ed8jk2OgUEOHRdcTtQ,106,307
0v6_mSaPBuBAKevIpRp-jw,2,6
0vFJzyPFD6wfpTjppcc5bw,3,5
0vaIIQtRluflmE6CT0fIDA,3,12
0wI23dDw6DYvVvvFR5tPtw,3,5
0wVz8BGSamXuxxtf_cTejQ,30,50
0wZJkj-OnZ7Pmublspl7tA,119,393
0wgvv_2SM5fiwiPpyij7pA,19,5
0wjMBvxWO1Khm17ZseSL5Q,6,25
0wtpLSdzCfZ-k1hZdQhRNw,1,10
0ww9jbT8fqU8ejCqXZH3Xg,23,7
0xEK_tHMUNtMGilNUd7Igg,7,13
0xeX4n_MNcctRmPg3BDSFg,0,8
0yElmJZHbfRJt4gmdot8Og,26,23
0yGH62WGQy_W3JoR6L5Kew,5,136
0yqpaakk5iM70s1c-L-lkA,5,76
0yvy_UOD99Anqs6NraiAwQ,6,10
0z1VO3Js0NdTOKLYDa15zw,24,83
0z2hoFgk7-XFsLTuUG6Axg,9,3
0zQfWaRj2A4C2KHwfx_RGA,1,25
0zsBa7dDfwL3jf0iQTmqZg,5,5
1-2FFbiUiE_CHduK5xzoCw,7,78
1-45hW-XjTTBlblWtLN1gQ,4,3
1-9am0VPhPfoOqDVHhzWow,1,4
1-D_z1Z3P2xWXO1g49eRbg,32,17
1-KxvPja7GvoCYVIgxgAOw,3,23
1-Rhngc7U2gdp_5gs4RLtQ,7,9
101Wj9K1xRUTk0fNfM7QSA,1,4
109drVhe4jqbY3oucWubSw,4,3
10Bq-D7cUzwvY5pUJPWhmw,13,28
10KnzbTaz-Yq8wADXGuOlw,15,65
10P-tve6ELHBqwJAPLT1aw,2,5
10Y8gFbG7BcUwQ4P9q4zWw,8,20
10fGe6z0yZwESO3uE1NXlw,4,2
10hv96jNm02BxqTBrgq0tA,1,5
10lSxsZ17WU14dmPcqvrIg,21,21
10lvWav5dbxkbez-ItcdGA,1,8
10xyUxPgT2nohe3WmtGf8Q,4,5
115Vnqj_18yog_PWIV0JzA,4,9
11WLpnzTlw8rf2e-zEyMMg,0,6
11We-FrQg8HH2s3jPXMUsg,0,11
11XXH6gZhA0NcvaWdUpyYA,2,3
11cYJXvgnyOdojRydXWk-g,0,5
11uo3yawm_d1DWCCMpM1tw,14,37
11vPrvRixIre4nnwlMo32A,3,22
11vdN-hVH8JR85YTeXeuOw,25,13
1273Bls7BI8qD0nw2an9vw,19,20
12BWE1M2d_FvA8mk0i5cvw,1,5
12GUv17IX7dJbuzeBxBCyg,58,198
12VKtbzIL5tfb3LCOLk43Q,1,7
12_YxEYiswleR_TMtxkuHg,10,18
12s60qhQ-9OP5CRYBeBeGg,2,4
12uWSsgW5wkWzkxPycLtzw,9,118
13HH552okR9DsjANReVeFQ,57,271
13UbOVDFdxloxaient5XWA,2,176
13UgduZFJXeiTFsJu5Y8gg,4,49
13bfF2nEM4U3nkmrPRIZGA,5,18
13iPe4fzKIsNix-qWLFmWw,4,3
13rO3sjY4aYCbV6BHciyVw,4,20
13yDsd3lYBR9pQSlcjk1XQ,4,5
14-O0n5P2Dld_S2DgMQIgw,2,18
145QIempOVT40M-_zwZMUw,0,7
148uVDlE1LabfTVSbNOm6A,9,6
14YnOi8LM6hHFt3wPqeTuw,20,2
14io_1ID19mWbD8W28yU_g,2,4
14zx--dbLEAMy-61N9pG-Q,7,8
1515SMnG49GnvhW4T4FvPw,2,8
15BlJKQfD-SLJTebWa14EQ,107,511
15HxeqnXBnokS2LtpAp-Fg,0,7
15SSqGZzEPzKExhM4qrcbw,3,5
15YX6AzZczogGZdL0UAFIQ,0,7
15hA0ywlGvXs-5TG16OR7Q,2,5
15lTva4TjdKvCoer9JMKSg,5,5
161EbdMNFMO1kBKKC8Y08A,14,3
166jYdsQt3KT0kHhdSd_Jg,3,2
16O3jxqYoknCeo9cTJtaGQ,1,4
16QLhabqmknpdVm8WwERQg,3,8
16abiGP6ZPeXdz-aEDmQgw,2,4
16onZBQb4tbXOKBztMh-3A,0,15
16qbviRwUTJHwJok-2rUSw,2,3
16rx4GLfhnoqEdBMQWlZFw,5,8
16vIo7ReRv8U-vLFmJqolg,5,22
16y5y2Njl7yc3gcUxVNstg,6,6
16zHT7zp6K9IEQZ1oW6xXg,80,43
171yGYtIYY1yo-MTh_VGOQ,0,8
174kozBQWghnKum2YbFVGQ,0,5
17BSWJSs7NMiqaK3d9Nd_A,54,18
17CmTu6OM6p1VwLn23fMWw,14,18
17SJHQPVe32vOb3-6OCtyw,1,20
17gWvyMRjHdP_xTO-nJPfA,17,22
17o-9boCWW4nO5H3l7VhUg,4,22
185JxNHBAz79Hg4QOzvz0w,0,30
18790ccUVHejWqCmkoSJjA,20,133
18ByN7CbZd892IMTTB-V2A,8,14
18Ds-KgybL6jQ4H5XYqhBQ,1,5
18PwTz6G-jjFR0TzGnC1ug,8,15
18zXpz-yBCLHDH3de3_reg,10,29
196iMVM8euBOHces_LHlBQ,3,2
19LxIe1sVxts3yJtWfUAmg,2,13
19_JJgc0g6bI43yrkIgB_w,39,89
19d0pK5EqzRL7Iuzh4kXjw,4,23
1A4gwQRyGgD3zjUrOiijmQ,2,7
1A9p0iMiPsIqC0iDRMfZow,23,25
1AMdlp3799xhKsEvce9_aA,2,6
1AQhRXA6GhMp6FjpS4T8lQ,137,113
1AU-WUfO7wFUL1FvmGADyg,6,25
1AmFNY490W45-mqwXesEDQ,3,8
1An4DxtMmvvSe0HX4viRCA,28,54
1Awh7492DyAGcu_g06rpfA,15,2
1AySwnhzU2v0CWVgZgIpZA,5,1
1B59ZyvK_n4E1egxquDO1Q,9,4
1BG9LrH5c-YHAhj0Jht09g,2,4
1BX08Dxw_m8i7_7mi5hWLA,9,18
1Bljt-GngRP4XxkQFLnHHQ,3,4
1C9nk1-vA2EoBCeNb2M5HA,16,67
1CCmUIlkubqB-Rp_VRJarQ,5,2
1CPhIcvexZL-oj-LU04sOA,7,11
1CTNhKEqGbmG5r-sBbDoLg,70,213
1CgDi7lD68FCz8xJ5Nv5kA,8,1
1CiGi9hkhE030agEN-isRw,0,8
1Cps3J_wtPzu_MHboA9rqA,17,8
1DAI96tu5hcP_lvKBHVixw,9,10
1DNZwTAJHvbPyI4eQsjLow,12,11
1DewiaShwLKlSFJbu3glPw,15,8
1Do2YwUvrW4L0k39xkvvtQ,2,7
1DtCtsQLiiU6ZqSDAYbquQ,3,4
1Du1NruqJwxnzgEUHc42Jw,24,189
1E0H5bHRDvUyeToiffQV7w,70,17
1E3PYHrVVqR6D_bYt49Lhg,144,468
1EDUXBWC6IAZvW-r5BKDGw,11,37
1EEL5DATdF7odIRhVpf48A,1,13
1ES6oJCdYbh_Xp1DfEantg,0,10
1EUnaAc0MRU82MD2NfF92A,3,6
1EnZt9if-fZyiYR1cJ_EHQ,5,3
1EoS8ZkUnBhcrOSWuYHvtA,0,6
1FGqe-vExt8Q-JCvkJFOYw,18,22
1FO0pL-Lf7GkfF-d5Wuxdw,11,183
1F_lKVOdC8UN-5UOQ-FSGA,1,28
1FcFBQlvhpdog1jam4Okxw,2,4
1FqgUtPHfHIWA09Mv4y7eg,1,4
1Ft8jot7ZYRYpljvvYqEIg,0,5
1GA1v9IkJyLtgG2ds46n9g,4,4
1GETjnhzRlStU335f0roUg,2,10
1GHO0QdRlf2g1v4LGv8W7g,8,13
1GQexCAjyG7DXClC0TU4Pg,5,1
1GTMTSxIdtEFVpHgGaYrNg,2,3
1GVRe_vfFHLMNtE3Gfv3zg,6,4
1GW9MKxFJ7AcjdEyVsQ1gw,6,3
1GawRltBBRlfZyVo4znu7g,3,8
1GgAouXbrim6ZmvaymRqtg,5,0
1Ggw9DE7s9h4q9sRo-f3oA,13,30
1GvnSvyCkmDLjcFLw3-dXg,9,38
1H2QnhMLz3crR5KNZHOsEQ,2,6
1HUJGIOAFDHnBOZ06lXkGw,1,20
1Hk4zEE3j-kTz8kBH_YGpw,16,4
1I-PZjiZ_hS9Ya4J-Uo8EA,2,4
1I3SK8xjnI5-_k0dsVL0ZA,95,118
1Idu-JFwqN3bE7wFrQXRZA,6,16
1Iy3OW9Emh_GCW-jfDwWfA,12,2
1JKvL-SA4X6vnU-lONw9Sg,2,19
1JS1aYXefGI8sMeEcZl7OA,4,11
1JfWs9Dc2HVQcjPjzBQIiQ,24,14
1Jlr2GhD0sNH6CDKbTTaaw,3,3
1JsqNQ3wLFqEme_bhukJIg,1,16
1K7YpesPySJ8xOVKWEU67g,19,31
1KJ-RZPlWo_wLA_VJpSR-A,28,74
1KLmUmiguE0qiIfqhwm8Xw,42,40
1L2gimdk0IQt5jgEKBeCtw,14,30
1LAOf6vASiAXKc9-jGv32g,42,40
1LZoaRAVyI5BW2ZOemQZIw,8,3
1MII_-cB38yH14Q_LWA2tw,8,21
1MSqiroAeu3ZeOWjtls8Dg,1,12
1MbwLxXrQk7H1FOidg8hoA,9,64
1MdSDNxlCzKmYMMHSccVrQ,183,68
1NI_vrDjgKtaJeHqmLF77A,0,5
1NIhprhAiBUIx9XhL8arbA,44,23
1NM_by6H29DNqJwQWIliZw,0,6
1NQ2tjNj3qQt1sXXSGSsiA,2,8
1NjKYyE9lArMil98wTklkg,4,6
1NmAfCegXE3YwBj38ONUew,4,26
1NpjRluAhb5Xwthjbclytw,46,22
1OACP9F07jbJNcTfo75L_w,4,4
1ODBqsrWYKcby46CHOYjRw,0,5
1OhRcOkS7FP85eoAtVzbmQ,0,8
1OppjaFjA215zuMAekbUXg,4,5
1PB7PMzl3SSVjaoRuJ2mJg,0,6
1PMAO9O8iQ3gIZlPEaJN3g,5,25
1PMUyUEBHO21y0hPRz99KA,2,7
1P_mGUY1PyPq7_ZabrzpBw,66,198
1Pdio_9zMUU_GaSIlTpkjA,8,1
1PfTwzxhUH92WqKBN2bLNQ,23,51
1Pprt5BURngs1jvXTPWopA,24,310
1Pxg1AMf0rEn9QF__ZYoWw,85,287
1Q5c2dyYzgMW0KBDNxahXw,1,17
1QBbJ27hYLxAwo9zP8436Q,132,104
1QVB0_-piu0GXes87BXeGw,9,77
1QgVJYZ1WwYsAH2IgHeCBQ,30,7
1Ro-D1owLupjxyjqwOl-yg,3,6
1T4i26dJimZ0pB6x68Sk5g,0,7
1T84BU5oHZA4yDrKtucGVg,11,8
1T9F7iLDFAYWJvif1RKneg,83,359
1TAHFIs5ETVVB9X9R3Jwrw,0,5
1TDkOZykS66a7pV6yeAAHQ,3,9
